Term,Section Name,Requisites,Description,Available Seats,Enrolled,Capacity,Waitlisted,Instructor Method,Modality 1 Schedule,Modality 1 Instructor,Modality 1 Times,Modality 1 Location,Modality 1 Days,Modality 2 Times,Modality 2 Days,Modality 2 Instructor,Modality 2 Location
Spring 2025,CS-21-01,None,Data Structure and Algorithms,0,40,40,2,"Required Times on Campus Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Stephen J. Hodges,6:00 PM - 9:05 PM,None,W, - ,,None,None,None
Spring 2025,CS-23-01,None,Discrete Mathematics,7,33,45,0,"Required Times on Campus Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Stephen J. Hodges,3:30 PM - 4:50 PM,None,M/W, - ,,None,None,None
Spring 2025,DANCE-1-01,None,Dance Appreciation,0,35,35,1,No Required Times Online Lect,2/3/2025 - 5/31/2025,David A. King, - ,None,,None,None,None,None,None
Spring 2025,DANCE-12A-01,None,Choreography l,25,5,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Cid Pearlman,12:40 PM - 2:45 PM,None,T/Th,None,None,None,None,None
Spring 2025,DANCE-12B-01,None,Choreography ll,25,5,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Cid Pearlman,12:40 PM - 2:45 PM,None,T/Th,None,None,None,None,None
Spring 2025,DANCE-14A-01,None,Dance Production,19,11,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Cid Pearlman,4:45 PM - 5:35 PM,None,M,4:45 PM - 5:50 PM,W,None,None,None
Spring 2025,DANCE-16A-01,None,Baile Folklórico I,13,17,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Janet R. Johns,6:00 PM - 9:05 PM,None,M,None,None,None,None,None
Spring 2025,DANCE-16B-01,None,Baile Folklórico II,13,17,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Janet R. Johns,6:00 PM - 9:05 PM,None,M,None,None,None,None,None
Spring 2025,DANCE-17A-01,None,Latin Dance l,13,17,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Luz M. Mena,3:45 PM - 5:50 PM,None,Th,None,None,None,None,None
Spring 2025,DANCE-17B-01,None,Latin Dance ll,13,17,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Luz M. Mena,3:45 PM - 5:50 PM,None,Th,None,None,None,None,None
Spring 2025,DANCE-17C-01,None,Latin Dance lll,13,17,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Luz M. Mena,3:45 PM - 5:50 PM,None,Th,None,None,None,None,None
Spring 2025,DANCE-17D-01,None,Latin Dance IV,13,17,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Luz M. Mena,3:45 PM - 5:50 PM,None,Th,None,None,None,None,None
Spring 2025,DANCE-19A-01,None,Hip Hop Dance I,8,22,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Shih-Chieh Hsu,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,DANCE-19B-01,None,Hip Hop Dance ll,8,22,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Shih-Chieh Hsu,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,DANCE-19C-01,None,Hip Hop Dance llI,8,22,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Shih-Chieh Hsu,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,DANCE-19D-01,None,Hip Hop Dance IV,8,22,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Shih-Chieh Hsu,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,DANCE-3AP-01,None,Dance Conditioning/Pilates I,6,24,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Stephanie A. Spencer,11:00 AM - 12:20 PM,None,T/Th,None,None,None,None,None
Spring 2025,DANCE-3BP-01,None,Dance Conditioning/Pilates II,6,24,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Stephanie A. Spencer,11:00 AM - 12:20 PM,None,T/Th,None,None,None,None,None
Spring 2025,DANCE-3CP-01,None,Dance Conditioning/Pilate III,6,24,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Stephanie A. Spencer,11:00 AM - 12:20 PM,None,T/Th,None,None,None,None,None
Spring 2025,DANCE-4-01,None,Contemp Mod Dance I,14,16,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Elizebeth M. Randall Rains,12:40 PM - 2:00 PM,None,M/W,None,None,None,None,None
Spring 2025,DANCE-479-01,None,Creative Careers,14,16,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Leslie Murray,6:00 PM - 9:05 PM,None,M, - ,,Gabriel J. Medina,None,Gabriel J. Medina
Spring 2025,DANCE-5-01,None,Contemp Mod Dance II,14,16,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Elizebeth M. Randall Rains,12:40 PM - 2:45 PM,None,M/W,None,None,None,None,None
Spring 2025,DANCE-7-01,None,Ballet I,0,30,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Sian E. Ferguson,9:30 AM - 10:50 AM,None,M/W,None,None,None,None,None
Spring 2025,DANCE-79-01,None,Creative Careers,14,16,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Leslie Murray,6:00 PM - 9:05 PM,None,M, - ,,Gabriel J. Medina,None,Gabriel J. Medina
Spring 2025,DANCE-8-01,None,Ballet II,0,30,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Sian E. Ferguson,9:30 AM - 11:35 AM,None,M/W,None,None,None,None,None
Spring 2025,DH-162B-01,None,Patient Assess. II,2,20,22,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Fanhua Meng,8:00 AM - 11:05 AM,None,Th,None,None,None,None,None
Spring 2025,DH-163B-01,None,Dntl Radiogr Interp,1,11,12,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/6/2025 - 3/28/2025,Fanhua Meng,12:00 PM - 2:05 PM,None,Th,8:00 AM - 10:05 AM,F,Pamela R. Farley,None,Pamela R. Farley
Spring 2025,DH-164-01,None,Dental Materials,2,20,22,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Pamela R. Farley,10:00 AM - 12:05 PM,None,W,1:00 PM - 1:50 PM,W,April E. Hoops,None,April E. Hoops
Spring 2025,DH-173-01,None,Clinical DH I,2,20,22,0,"Required Times on Campus Lect, Lab/Activity (O), Required Times on Campus Lab",2/3/2025 - 5/31/2025,Natalie K. Vanoli,7:45 AM - 9:50 AM,None,M,10:00 AM - 12:05 PM,M,Pamela R. Farley,None,Pamela R. Farley
Spring 2025,DH-174-01,None,Periodontics,2,20,22,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Natalie K. Vanoli,7:45 AM - 9:50 AM,None,W,None,None,None,None,None
Spring 2025,DH-183-01,None,Clinical DH III,3,19,22,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Leanne M. Albers,2:00 PM - 2:50 PM,None,T,7:45 AM - 11:50 AM,W,April E. Hoops,None,April E. Hoops
Spring 2025,DH-184B-EST01,None,Pain Management II,3,19,22,0,"Required Times on Campus Lect, Required Times on Campus Lab",1/13/2025 - 1/15/2025,Natalie K. Vanoli,9:00 AM - 12:05 PM,None,M/T/W,1:00 PM - 4:05 PM,M/T,Cheryl C. Foster,None,Cheryl C. Foster
Spring 2025,DH-186B-01,None,Comm Oral Health-B,3,19,22,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Staff,10:00 AM - 1:05 PM,None,T,None,None,None,None,None
Spring 2025,DH-187-01,None,Dntl Hyg Law/Ethics,3,19,22,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Staff,7:45 AM - 9:50 AM,None,T,None,None,None,None,None
Spring 2025,DM-1-SEC02,None,Intro to Digital Media,0,30,30,1,"No Required Times Online Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Wendy F. Norris, - ,None,, - ,,None,None,None
Spring 2025,DM-10-01,None,Digital and Print Production,20,10,30,0,"Hybrid Flexible Lecture, Online Asynchronous Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Jeremy M. Holden, - ,None,, - ,,None,None,None
Spring 2025,DM-11-01,None,Digital Illustration,19,11,30,0,"No Required Times Online Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Leslie Murray, - ,None,, - ,,None,None,None
Spring 2025,DM-22-01,None,Intro to UI/UX,8,22,30,0,"Hybrid Flexible Lecture, Online Asynchronous Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Jeremy M. Holden, - ,None,, - ,,None,None,None
Spring 2025,DM-4-01,None,Digital Graphics,0,30,30,3,"No Required Times Online Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Wendy F. Norris, - ,None,, - ,,None,None,None
Spring 2025,DM-401-SEC02,None,Intro to Digital Media,0,30,30,1,"No Required Times Online Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Wendy F. Norris, - ,None,, - ,,None,None,None
Spring 2025,DM-422-01,None,Intro to UI/UX,8,22,30,0,"Hybrid Flexible Lecture, Online Asynchronous Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Jeremy M. Holden, - ,None,, - ,,None,None,None
Spring 2025,DM-456-01,None,Web Design Word Press,19,11,30,0,"No Required Times Online Lect, No Required Times Online Lab",2/3/2025 - 3/29/2025,John J. Govsky, - ,None,, - ,,None,None,None
Spring 2025,DM-457-LS01,None,Self Promo Social Media,4,26,30,0,"No Required Times Online Lect, No Required Times Online Lab",4/7/2025 - 5/31/2025,John J. Govsky, - ,None,, - ,,None,None,None
Spring 2025,DM-479-01,None,Creative Careers,14,16,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Leslie Murray,6:00 PM - 9:05 PM,None,M, - ,,Gabriel J. Medina,None,Gabriel J. Medina
Spring 2025,DM-56-01,None,Web Design Word Press,16,14,30,0,"No Required Times Online Lect, No Required Times Online Lab",2/3/2025 - 3/29/2025,John J. Govsky, - ,None,, - ,,None,None,None
Spring 2025,DM-57-LS01,None,Self Promo Social Media,4,26,30,0,"No Required Times Online Lect, No Required Times Online Lab",4/7/2025 - 5/31/2025,John J. Govsky, - ,None,, - ,,None,None,None
Spring 2025,DM-72-01,None,Fundamentals 2D Animation,24,6,30,0,"Hybrid Flexible Lecture, Online Asynchronous Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Jeremy M. Holden, - ,None,, - ,,None,None,None
Spring 2025,DM-79-01,None,Creative Careers,14,16,30,0,"Required Times on Campus Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Leslie Murray,6:00 PM - 9:05 PM,None,M, - ,,Gabriel J. Medina,None,Gabriel J. Medina
Spring 2025,DMCP-401-IT01,None,Foundations of Teams,29,1,30,0,"Required Zoom Meetings Lecture, No Required Times Online Lect, De Internet Delay Inter, Cvc O",2/3/2025 - 2/7/2025,Gail H. West,10:00 AM - 11:30 AM,None,M/T/W/Th/F,1:30 PM - 2:35 PM,M/T/W/Th/F,None,None,None
Spring 2025,DMCP-402-ALL,None,Prep for Employment,27,3,30,0,"No Required Times Online Lect, De Internet Delay Inter, Cvc O",3/17/2025 - 4/12/2025,Serena L Pring Federman, - ,None,,None,None,None,None,None
Spring 2025,DMCP-403-ALL,None,Professional Career Search,28,2,30,0,"No Required Times Online Lect, De Internet Delay Inter, Cvc O",4/14/2025 - 5/3/2025,Serena L Pring Federman, - ,None,,None,None,None,None,None
Spring 2025,DMCP-404-ALL,None,Success in the Workplace,22,8,30,0,"No Required Times Online Lect, De Internet Delay Inter, Cvc O",2/3/2025 - 2/22/2025,Serena L Pring Federman, - ,None,,None,None,None,None,None
Spring 2025,DMCP-405-ALL,None,Career Satisfaction,26,4,30,0,"No Required Times Online Lect, De Internet Delay Inter, Cvc O",2/24/2025 - 3/15/2025,Serena L Pring Federman, - ,None,,None,None,None,None,None
Spring 2025,DMCP-411-IT01,None,Intro to Self-Management,28,2,30,0,"Required Zoom Meetings Lecture, No Required Times Online Lect, De Internet Delay Inter, Cvc O",2/13/2025 - 4/24/2025,Gail H. West,10:00 AM - 11:30 AM,None,Th, - ,,None,None,None
Spring 2025,ECE-131-01,None,Child Growth & Dev,0,30,30,1,"Required Zoom Meetings Lecture, No Required Times Online Lect",2/3/2025 - 5/31/2025,Janinne B. Chadwick,7:00 PM - 8:30 PM,None,M, - ,,None,None,None
Spring 2025,ECE-133-01,None,Infant Development,20,10,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Lisa S. Gerber,9:30 AM - 11:35 AM,None,F,None,None,None,None,None
Spring 2025,ECE-142-SP01,None,"Niño, familia, y comunidad",0,30,30,6,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Sonia K. Diego Martinez,6:30 PM - 9:35 PM,None,T,None,None,None,None,None
Spring 2025,ECE-145-LS01,None,Peace Education,16,14,30,0,"Required Zoom Meetings Lecture, No Required Times Online Lect",3/11/2025 - 5/27/2025,Emily a Dansker,6:30 PM - 8:00 PM,None,T, - ,,None,None,None
Spring 2025,ECE-146-01,None,Child W/Special Nds,15,15,30,0,Required Times on Campus Lect,2/5/2025 - 2/5/2025,Lisa S. Gerber,6:30 PM - 9:35 PM,None,W,6:30 PM - 9:35 PM,W,Dana M Cox,None,Dana M Cox
Spring 2025,ECE-156ART-LS01,None,STEAM: Art,16,14,30,0,Required Times on Campus Lect,2/24/2025 - 4/7/2025,Sandra a Paiva,6:30 PM - 9:20 PM,None,M,None,None,None,None,None
Spring 2025,ECE-158-01,None,Working With Families,18,12,30,0,"Required Zoom Meetings Lecture, No Required Times Online Lect",2/3/2025 - 5/31/2025,Emily a Dansker,6:30 PM - 8:00 PM,None,Th, - ,,None,None,None
Spring 2025,ECE-168-01,None,Adv. Child Care Practicm,4,2,6,0,"Required Times on Campus Lab, No Required Times Online Lab",2/6/2025 - 2/6/2025,Michelle D. Chao,2:30 PM - 4:05 PM,None,Th,2:30 PM - 4:05 PM,Th,None,None,None
Spring 2025,ECE-31-01,None,Child Growth & Dev,0,30,30,7,No Required Times Online Lect,2/3/2025 - 5/31/2025,Michelle D. Chao, - ,None,,None,None,None,None,None
Spring 2025,ECE-32-01,None,"Child, Family, and Community",15,15,30,0,"Required Zoom Meetings Lecture, No Required Times Online Lect",2/3/2025 - 5/31/2025,Daphne K. Sakamoto Steidl,6:30 PM - 8:00 PM,None,W, - ,,None,None,None
Spring 2025,ECE-401A-01,None,Introd desarrollo infantil-A,25,5,30,0,"Required Times on Campus Lect, Lecture (M)",2/5/2025 - 3/26/2025,Laura X. Valdez Chavez,6:30 PM - 8:35 PM,None,M,None,None,None,None,None
Spring 2025,ECE-401B-LS01,None,Introd desarrollo infantil-B,27,3,30,0,"Required Times on Campus Lect, Lecture (M)",4/9/2025 - 5/28/2025,Laura X. Valdez Chavez,6:30 PM - 8:35 PM,None,M,None,None,None,None,None
Spring 2025,ECE-433-01,None,Infant Development,20,10,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Lisa S. Gerber,9:30 AM - 11:35 AM,None,F,None,None,None,None,None
Spring 2025,ECE-51-01,None,Princ Work Young Ch,14,16,30,0,"Required Zoom Meetings Lecture, Online Asynchronous Lect",2/3/2025 - 5/31/2025,Jean M. Gallagher Heil,6:00 PM - 8:05 PM,None,T, - ,,None,None,None
Spring 2025,ECE-53-01,None,Intro to Curric Chi,14,16,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Nathanael Flynn,6:30 PM - 9:35 PM,None,Th,None,None,None,None,None
Spring 2025,ECE-53L-LS01,None,Curriculum Materials Lab,0,20,20,1,Required Times on Campus Lab,2/21/2025 - 2/21/2025,Sandra a Paiva,1:30 PM - 5:45 PM,None,F,1:30 PM - 5:45 PM,F,None,None,None
Spring 2025,ECE-54-01,None,ECE Practicum,1,10,11,0,"Arranged On Campus Lecture, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Emily a Dansker, - ,None,,8:15 AM - 1:40 PM,M/W,None,None,None
Spring 2025,ECE-54L-01,None,Practicum Lab,1,2,3,0, Arranged On Campus Lab,2/3/2025 - 5/31/2025,Michelle D. Chao, - ,None,,None,None,None,None,None
Spring 2025,ECE-59-01,None,"Health, Safety, and Nutrition",0,30,30,4,Required Zoom Meetings Lecture,2/3/2025 - 5/31/2025,Lisa S. Gerber,6:30 PM - 8:35 PM,None,T, - ,,Dana M Cox,None,Dana M Cox
Spring 2025,ECON-1A-01,None,Intro Macroeconomic,5,57,62,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Gregory S. Hanle,9:30 AM - 10:50 AM,None,M/W,None,None,None,None,None
Spring 2025,ECON-1B-01,None,Intro Microeconomic,0,50,50,4,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Gregory S. Hanle,11:10 AM - 12:30 PM,None,M/W,None,None,None,None,None
Spring 2025,EDUC-80-01,None,Ed in Chging World,23,12,35,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Ashley M. Selck,6:00 PM - 8:05 PM,None,M,None,None,None,None,None
Spring 2025,EDUC-80L-01,None,Education Service Learning Lab,26,9,35,0,"Required Times on Campus Lab,  Arranged On Campus Lab",2/3/2025 - 5/31/2025,Ashley M. Selck,4:30 PM - 5:20 PM,None,M, - ,,None,None,None
Spring 2025,ENGL-101A-CRQ01,None,College Comp Plus,5,29,34,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Joseph D. Carter,11:10 AM - 12:00 PM,None,M,11:10 AM - 12:15 PM,W,None,None,None
Spring 2025,ENGL-12A-01,None,Fiction Writing,20,14,34,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Kathleen B. Founds,6:00 PM - 9:05 PM,None,T,None,None,None,None,None
Spring 2025,ENGL-12B-01,None,Creative Writing: Poetry,12,22,34,0,"De Internet Delay Iner, Cvc (o, No Required Times Online Lect",2/3/2025 - 5/31/2025,Ariel Robello, - ,None,,None,None,None,None,None
Spring 2025,ENGL-12C-01,None,Creative Writing: Film,0,34,34,4,Required Times on Campus Lect,2/3/2025 - 5/31/2025,David A. Sullivan,9:00 AM - 12:05 PM,None,F,None,None,None,None,None
Spring 2025,ENGL-12F-01,None,Intro to Creative Writing,0,34,34,6,No Required Times Online Lect,2/3/2025 - 5/31/2025,Ariel Robello, - ,None,,None,None,None,None,None
Spring 2025,ENGL-14A-01,None,Fiction Workshop,20,14,34,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Kathleen B. Founds,6:00 PM - 9:05 PM,None,T,None,None,None,None,None
Spring 2025,ENGL-14B-01,None,Poetry Workshop,12,22,34,0,Online Asynchronous Lect,2/3/2025 - 5/31/2025,Ariel Robello, - ,None,,None,None,None,None,None
Spring 2025,ENGL-14C-01,None,Screenwriting,0,34,34,3,Required Times on Campus Lect,2/3/2025 - 5/31/2025,David A. Sullivan,9:00 AM - 12:05 PM,None,F,None,None,None,None,None
Spring 2025,ENGL-1A-CRQ01,None,College Composition,0,29,29,5,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Joseph D. Carter,9:30 AM - 10:50 AM,None,M/W,None,None,None,None,None
Spring 2025,ENGL-1B-SEC01,None,Composition and Literature,12,17,29,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,William A. Mullaney,11:10 AM - 12:30 PM,None,T/Th,None,None,None,None,None
Spring 2025,ENGL-2-ABP,None,Comp and Critical Thinking,9,3,12,0,"Required Times on Campus Lect, Online Asynchronous Lect",4/7/2025 - 5/31/2025,Rachael C. Fields,7:30 PM - 8:50 PM,None,Th, - ,,None,None,None
Spring 2025,ENGL-23A-01,None,Reporting for the News Media,16,13,29,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Bradley M. Kava,2:30 PM - 3:50 PM,None,T/Th,None,None,None,None,None
Spring 2025,ENGL-27AN-01,None,Native American Hist/Lit I,0,34,34,17,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Andrew G. Fague,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,ENGL-2H-HONR1,None,Honors Comp & Crit Thinking,3,26,29,0,"Required Times on Campus Lect, Online Asynchronous Lect",2/3/2025 - 5/31/2025,Letitia L. Scott-Curtis,2:30 PM - 4:35 PM,None,T, - ,,None,None,None
Spring 2025,ENGL-2MC-PUEN1,None,Composition and Critical Think,0,29,29,1,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Victoria M Banales,11:10 AM - 12:30 PM,None,T/Th,None,None,None,None,None
Spring 2025,ENGL-300-CRQ01,None,Academic Writing Workshop,10,24,34,0,"Required Times on Campus Lab, Lab/Activity (O)",2/3/2025 - 5/31/2025,Joseph D. Carter,11:10 AM - 12:00 PM,None,T,11:10 AM - 12:15 PM,Th,None,None,None
Spring 2025,ENGL-30B-SEC01,None,American Literature,11,23,34,0,"Required Times on Campus Lect, Required Zoom Meetings Lecture",2/3/2025 - 5/31/2025,Steven J. Schessler,12:40 PM - 2:00 PM,None,M,12:40 PM - 2:00 PM,W,None,None,None
Spring 2025,ENGL-34-SEC01,None,Shakespeare,29,5,34,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Conrad T. Scott-Curtis,9:30 AM - 10:50 AM,None,M/W,None,None,None,None,None
Spring 2025,ENGL-39-SEC01,None,Chicana/o-Latina/o Literature,24,10,34,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Anny L. Mogollon,12:40 PM - 2:00 PM,None,M/W,None,None,None,None,None
Spring 2025,ENGL-46B-SEC01,None,Maj Brit Writers II,19,15,34,0,"Required Times on Campus Lect, Online Asynchronous Lect",2/3/2025 - 5/31/2025,Letitia L. Scott-Curtis,12:40 PM - 2:00 PM,None,T, - ,,None,None,None
Spring 2025,ENGL-49B-01,None,Language of Film,0,34,34,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,David A. Sullivan,12:40 PM - 3:45 PM,None,W,None,None,None,None,None
Spring 2025,ENGL-502-01,None,Tutoring in Writing,798,2,800,0,Hybrid Flexible Lab,2/3/2025 - 5/31/2025,Tera L. Martin, - ,None,,None,None,None,None,None
Spring 2025,ENGL-549B-01,None,Lang of Film - Older Adults,0,34,34,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,David A. Sullivan,12:40 PM - 3:45 PM,None,W,None,None,None,None,None
Spring 2025,ENGR-10-01,None,Engr Communication,0,30,30,4,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Kendall E. Sooter,2:30 PM - 4:35 PM,None,T,4:45 PM - 5:35 PM,T,Arlene R. Mendoza,None,Arlene R. Mendoza
Spring 2025,ENGR-12-01,None,Machining Processes,0,12,12,1,"No Required Times Online Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Robert P. McCoun, - ,None,, - ,,Claude H Lopez,None,Claude H Lopez
Spring 2025,ENGR-15-01,None,Circuits,3,21,24,0,"Required Times on Campus Lect, Required Times on Campus Lab, Lab/Activity (M)",2/3/2025 - 5/31/2025,Carlos E. Figueroa,9:30 AM - 10:50 AM,None,M/W,8:00 AM - 11:05 AM,F,None,None,None
Spring 2025,ENGR-1A-01,None,Surveying,0,27,27,3,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Jo-Ann Panzardi,6:00 PM - 9:05 PM,None,M,9:15 PM - 10:05 PM,M,Sarah L. Urbick,None,Sarah L. Urbick
Spring 2025,ENGR-25-01,None,Graphics & Design,1,29,30,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Robert M. Wyland,2:30 PM - 3:50 PM,None,M/W,4:00 PM - 5:20 PM,M/W,Jo-Ann Panzardi,None,Jo-Ann Panzardi
Spring 2025,ENGR-26-01,None,Solid Modeling,0,35,35,19,"Hybrid Flexible Lab, No Required Times Online Lab",2/3/2025 - 5/31/2025,Robert A. Hines,6:00 PM - 6:50 PM,None,M, - ,,None,None,None
Spring 2025,ENGR-36-01,None,Dynamics,16,19,35,0,Hybrid Flexible Lecture,2/3/2025 - 5/31/2025,Karl H. Ewald,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,ENGR-40-01,None,Strength of Matls,7,17,24,0,"Hybrid Flexible Lecture, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Karl H. Ewald,6:00 PM - 9:05 PM,None,W,1:00 PM - 4:05 PM,F,None,None,None
Spring 2025,ENGR-5-01,None,Engr as a Profession,11,24,35,0,Required Zoom Meetings Lecture,2/3/2025 - 4/28/2025,Karl H. Ewald,4:00 PM - 7:05 PM,None,M,None,None,None,None,None
Spring 2025,ENGR-98A-01,None,Global Engr,11,9,20,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Jo-Ann Panzardi,11:00 AM - 1:05 PM,None,F,None,None,None,None,None
Spring 2025,ES-10-01,None,Intro to Env Sci,0,70,70,17,Required Zoom Meetings Lecture,2/3/2025 - 5/31/2025,Adrienne E. Frisbee,11:10 AM - 12:30 PM,None,M/W,None,None,None,None,None
Spring 2025,ES-10L-01,None,Intro to Env Sci Lab,17,7,24,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Lauren E. Hanneman,11:00 AM - 2:05 PM,None,F,None,None,None,None,None
Spring 2025,ES-15-01,None,Sustainable Energy,24,11,35,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Karen M. Groppi,11:10 AM - 12:30 PM,None,T/Th,12:40 PM - 2:00 PM,T/Th,None,None,None
Spring 2025,ES-50-01,None,Action for Sustainability,24,11,35,0,"Required Times on Campus Lect, Required Times on Campus Lab, Lab/Activity (O)",2/3/2025 - 5/31/2025,Kendall E. Sooter,2:30 PM - 4:35 PM,None,M,2:30 PM - 5:35 PM,W,None,None,None
Spring 2025,ESL-100-01,None,High Adv ESL,14,15,29,0,Required Zoom Meetings Lecture,2/3/2025 - 5/31/2025,Lina Geriguis,6:00 PM - 9:05 PM,None,M/W,None,None,None,None,None
Spring 2025,ESL-1A-01,None,College Comp. ESL,20,9,29,0,"Required Zoom Meetings Lecture, No Required Times Online Lect",2/3/2025 - 5/31/2025,Jason A. Malone,6:00 PM - 7:05 PM,None,T/Th, - ,,None,None,None
Spring 2025,ESL-1S-01,None,Ling Analysis Plus,25,9,34,0,"Required Zoom Meetings Lecture, No Required Times Online Lect",2/3/2025 - 5/31/2025,Jason A. Malone,7:15 PM - 8:05 PM,None,T/Th, - ,,None,None,None
Spring 2025,ESL-254-01,None,High-Int ESL,17,12,29,0,Required Zoom Meetings Lecture,2/3/2025 - 5/31/2025,Dairea H Burum,6:00 PM - 9:05 PM,None,T/Th,None,None,None,None,None
Spring 2025,ESL-255-01,None,Low Adv ESL,20,9,29,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Inga I. Moses,6:00 PM - 9:05 PM,None,T/Th,None,None,None,None,None
Spring 2025,ESL-300-01,None,High Adv Academic ESL,14,15,29,0,Required Zoom Meetings Lecture,2/3/2025 - 5/31/2025,Lina Geriguis,6:00 PM - 9:05 PM,None,M/W,None,None,None,None,None
Spring 2025,ESL-331-IB131,None,English for Career Advancement,22,0,40,0,"Required Times on Campus Lect, Online Asynchronous Lect",2/3/2025 - 5/31/2025,Linda a Buie, - ,None,, - ,,None,None,None
Spring 2025,ESL-332-IB158,None,Engl for Career Advancement 2,29,1,30,0,"Required Zoom Meetings Lecture, No Required Times Online Lect",2/3/2025 - 5/31/2025,Sherrie L. Hueter, - ,None,, - ,,None,None,None
Spring 2025,ESL-341-01,None,ESL Beginning Lit,1,39,40,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Martin Rodriguez Juarez,6:00 PM - 9:05 PM,None,M/W,None,None,None,None,None
