Term,Section Name,Requisites,Description,Available Seats,Enrolled,Capacity,Waitlisted,Instructor Method,Modality 1 Schedule,Modality 1 Instructor,Modality 1 Times,Modality 1 Location,Modality 1 Days,Modality 2 Times,Modality 2 Days,Modality 2 Instructor,Modality 2 Location
Spring 2025,N-32-01,None,Nrs Fundmntls III,2,22,24,0,"Required Times on Campus Lect, Required Times on Campus Lab, Lab/Activity (O)",2/3/2025 - 5/31/2025,Mirella R. Brokaw,10:00 AM - 12:25 PM,None,Th,10:00 AM - 12:25 PM,F,Teresa L. Kidwiler,None,Teresa L. Kidwiler
Spring 2025,N-37-01,None,Pharmacology C,2,22,24,0,No Required Times Online Lect,2/3/2025 - 3/29/2025,Teresa L. Kidwiler, - ,None,,None,None,None,None,None
Spring 2025,N-42-01,None,Nursing Fundamentals IV,1,23,24,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Sonja P. Sheppard,10:00 AM - 12:05 PM,None,F, - ,,Teresa L. Kidwiler,None,Teresa L. Kidwiler
Spring 2025,N-47-01,None,Pharmacology D,1,23,24,0,No Required Times Online Lect,2/3/2025 - 3/29/2025,Teresa L. Kidwiler, - ,None,,None,None,None,None,None
Spring 2025,NUTR-20-01,None,Nutrition,2,37,39,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Denise M. Russo,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,NUTR-22-01,None,Nutritional Health,0,39,39,15,No Required Times Online Lect,2/3/2025 - 5/31/2025,Denise M. Russo, - ,None,,None,None,None,None,None
Spring 2025,OCEAN-10-01,None,Intro Oceanography,0,25,25,2,No Required Times Online Lect,2/3/2025 - 5/31/2025,Fernanda Mazzillo, - ,None,,11:10 AM - 2:15 PM,M,Lauren E. Hanneman,None,Lauren E. Hanneman
Spring 2025,OCEAN-110S-CRQ01,None,Oceanography Skills,38,12,50,0,Required Times on Campus Lect,2/19/2025 - 5/14/2025,Emilyn R. Green,11:10 AM - 12:25 PM,None,W,None,None,None,None,None
Spring 2025,OCEAN-30-LS01,None,Monterey Bay and Canyon,0,30,30,7,"Required Times on Campus Lect, Required Times on Campus Lab",3/8/2025 - 3/8/2025,Lisa A. Gilbert,9:00 AM - 1:50 PM,None,Sa,9:00 AM - 4:10 PM,Sa,None,None,None
Spring 2025,PHILO-10-01,None,Ethics,37,28,65,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Claudia R. Close,11:10 AM - 12:30 PM,None,T/Th,None,None,None,None,None
Spring 2025,PHILO-12-01,None,Symbolic Logic,17,33,50,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Rebecca A. Smith, - ,None,,None,None,None,None,None
Spring 2025,PHILO-4-01,None,Intro to Philosophy,37,28,65,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Claudia R. Close,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,PHILO-49-01,None,Intro Crit Thinking,15,15,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Rebecca A. Smith,12:40 PM - 2:00 PM,None,M/W,None,None,None,None,None
Spring 2025,PHILO-8-01,None,Philosophy/Religion,0,45,45,9,No Required Times Online Lect,2/3/2025 - 5/31/2025,Michael B. Jordan, - ,None,,None,None,None,None,None
Spring 2025,PHILO-9-01,None,Philosophy of Mind,30,20,50,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Rebecca A. Smith,11:10 AM - 12:30 PM,None,M/W,None,None,None,None,None
Spring 2025,PHYS-10-01,None,Conceptual Physics,0,24,24,0,None,2/3/2025 - 5/31/2025,None,8:00 AM - 9:20 AM,None,T/Th,None,None,None,None,None
Spring 2025,PHYS-10L-01,None,Conceptual Phys Lab,4,20,24,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Sue E Broadston,3:00 PM - 6:05 PM,None,Th,None,None,None,None,None
Spring 2025,PHYS-11-01,None,Intro Phys Sci/Eng,0,24,24,1,"Required Times on Campus Lect, Required Times on Campus Lab, To Be Arranged on Campus Lab",2/3/2025 - 5/31/2025,Carlos E. Figueroa,12:40 PM - 2:00 PM,None,M/W,12:40 PM - 2:00 PM,T/Th,None,None,None
Spring 2025,PHYS-2B-01,None,Phys Life Scienc 2,4,20,24,0,"Required Times on Campus Lect, Required Times on Campus Lab, To Be Arranged on Campus Lab",2/3/2025 - 5/31/2025,Carlos E. Figueroa,8:00 AM - 9:20 AM,None,T/Th,9:30 AM - 10:50 AM,T/Th,None,None,None
Spring 2025,PHYS-4A-01,None,Phys Scients/Engnrs I,0,24,24,2,"Required Times on Campus Lect, Required Times on Campus Lab, To Be Arranged on Campus Lab",2/3/2025 - 5/31/2025,Joseph F. McCullough,11:10 AM - 12:25 PM,None,M/T/Th,11:10 AM - 2:15 PM,W,None,None,None
Spring 2025,PHYS-4C-01,None,Phys Scients/Engnrs III,0,24,24,5,"Required Times on Campus Lect, Required Times on Campus Lab, To Be Arranged on Campus Lab",2/3/2025 - 5/31/2025,Marcus D. Watson,11:10 AM - 12:25 PM,None,T/W/Th,11:10 AM - 2:15 PM,M,None,None,None
Spring 2025,PS-1-01,None,Intro to Government,30,19,49,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Nicholas A. Rowell,12:40 PM - 2:00 PM,None,M/W,None,None,None,None,None
Spring 2025,PS-2-01,None,Comparative Government,14,35,49,0,"Required Times on Campus Lect, Lecture (O)",2/3/2025 - 5/31/2025,Nicholas A. Rowell,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,PS-5-01,None,Amer Poli Thought,28,21,49,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Rory O'Brien,12:40 PM - 2:00 PM,None,M/W,None,None,None,None,None
Spring 2025,PSYCH-1-01,None,General Psychology,29,36,65,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Steven R. MacRamalla,6:00 PM - 9:05 PM,None,W,None,None,None,None,None
Spring 2025,PSYCH-12-01,None,Intro to Cognitive Psych,19,21,40,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Cassidy P. Sterling,11:10 AM - 12:30 PM,None,M/W,None,None,None,None,None
Spring 2025,PSYCH-2A-01,None,Statistics for Behavioral Sci,0,33,33,10,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Cassidy P. Sterling,9:30 AM - 10:50 AM,None,M/W,None,None,None,None,None
Spring 2025,PSYCH-2B-01,None,Research Methods in Psychology,0,26,26,10,"No Required Times Online Lect, Required Times on Campus Lab, Lab/Activity (O)",2/3/2025 - 5/31/2025,Cassidy P. Sterling, - ,None,,11:10 AM - 12:30 PM,T/Th,None,None,None
Spring 2025,PSYCH-31-01,None,Intro Abnormal Psyc,4,40,44,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Mark W. Stanford,12:40 PM - 2:00 PM,None,M/W,None,None,None,None,None
Spring 2025,PSYCH-35-01,None,Death and Dying,14,26,40,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Mark W. Stanford,2:10 PM - 5:15 PM,None,T,None,None,None,None,None
Spring 2025,PSYCH-4-01,None,Intro Bio Psychology,19,25,44,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Sarah M. Reinhard,9:30 AM - 10:50 AM,None,M/W,None,None,None,None,None
Spring 2025,PSYCH-6-01,None,Intro Social Psych,0,44,44,11,No Required Times Online Lect,2/3/2025 - 5/31/2025,Steven R. MacRamalla, - ,None,,None,None,None,None,None
Spring 2025,PSYCH-8-01,None,Intro to Develop Psych,34,10,44,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Jennifer S. Lee,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,RT-185-01,None,Principles of Mammography,12,0,12,0,"No Required Times Online Lect, Lab/Activity (O)",2/3/2025 - 5/31/2025,Staff,5:45 PM - 7:50 PM,None,T,None,None,None,None,None
Spring 2025,RT-185C-01,None,Mammo Clinic,12,0,12,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,David A. Nist, - ,None,,None,None,None,None,None
Spring 2025,RT-185L-01,None,Prin of Mammo Lab,12,0,12,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Staff,5:45 PM - 8:55 PM,None,Th,None,None,None,None,None
Spring 2025,RT-53BL-01,None,Rad T Lab/Clin II,3,13,16,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,David A. Nist,8:00 AM - 5:30 PM,None,T/Th,None,None,None,None,None
Spring 2025,RT-60-01,None,Prin of Rad Imaging,4,12,16,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,David A. Nist,12:00 PM - 2:05 PM,None,W,None,None,None,None,None
Spring 2025,RT-60L-01,None,Prin of Rad Lab,0,8,8,1,Required Times on Campus Lab,2/3/2025 - 5/31/2025,David A. Nist,2:30 PM - 3:50 PM,None,W,None,None,None,None,None
Spring 2025,RT-61-01,None,Rad Positioning II,3,13,16,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Anya M. Salden,11:30 AM - 1:35 PM,None,M,None,None,None,None,None
Spring 2025,RT-61L-01,None,Rad Position Lab II,0,8,8,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Anya M. Salden,2:00 PM - 5:05 PM,None,M,None,None,None,None,None
Spring 2025,RT-62-01,None,Prin of Rad Protect,3,13,16,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,David A. Nist,9:00 AM - 11:05 AM,None,M,None,None,None,None,None
Spring 2025,RT-63BL-01,None,Adv Pos Lab/Clinc V,1,15,16,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,David A. Nist,8:00 AM - 5:00 PM,None,M/W/F,None,None,None,None,None
Spring 2025,RT-72-01,None,Adv Diag Imag/Resrc,1,15,16,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Anya M. Salden,10:00 AM - 12:05 PM,None,Th,None,None,None,None,None
Spring 2025,RT-82-01,None,Adv Diag Imaging,1,15,16,0,Required Times on Campus Lect,2/6/2025 - 3/27/2025,Anya M. Salden,12:30 PM - 2:35 PM,None,Th,None,None,None,None,None
Spring 2025,RT-83-01,None,Transition to Prof,1,15,16,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,David A. Nist,10:00 AM - 12:05 PM,None,T,None,None,None,None,None
Spring 2025,SOC-1-02,None,Understand Society,26,23,49,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Jacquelynne B. Logg,11:10 AM - 12:30 PM,None,T/Th,None,None,None,None,None
Spring 2025,SOC-10-01,None,Popular Culture,10,39,49,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Maria-Teresa B. Macedo, - ,None,,None,None,None,None,None
Spring 2025,SOC-11-01,None,Families & Society,0,49,49,1,No Required Times Online Lect,2/3/2025 - 5/31/2025,Jacquelynne B. Logg, - ,None,,None,None,None,None,None
Spring 2025,SOC-12-01,None,Crime and Society,0,49,49,2,No Required Times Online Lect,2/3/2025 - 5/31/2025,Liz N. Roberts, - ,None,,None,None,None,None,None
Spring 2025,SOC-2-01,None,Contemp Social Problems,32,17,49,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Maria-Teresa B. Macedo,12:40 PM - 2:00 PM,None,M/W,None,None,None,None,None
Spring 2025,SOC-3-01,None,"Race, Ethnicity, and Society",0,51,49,4,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Sadie D. Reynolds,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,SOC-48-01,None,Gender and Science,36,8,44,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Kristin J. Wilson,12:40 PM - 2:00 PM,None,M/W,None,None,None,None,None
Spring 2025,SOC-5-01,None,Gender Society,29,20,49,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Jacquelynne B. Logg,12:40 PM - 2:00 PM,None,T/Th,None,None,None,None,None
Spring 2025,SOC-8-01,None,Intro to Latino/a Studies,34,10,44,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Alicia Bencomo Garcia,9:30 AM - 10:50 AM,None,T/Th,None,None,None,None,None
Spring 2025,SPAN-1-01,None,Elem Spanish I,0,30,30,9,"Required Zoom Meetings Lecture, Online Asynchronous Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Alejandra Campos Albarran,9:30 AM - 10:50 AM,None,M/W, - ,,None,None,None
Spring 2025,SPAN-10A-01,None,Intermed Spanish Conversation,11,19,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Staff,6:00 PM - 9:05 PM,None,T,None,None,None,None,None
Spring 2025,SPAN-16-01,None,Elem Sp/Sp Speakers,0,30,30,4,Required Zoom Meetings Lecture,2/3/2025 - 5/31/2025,Carmen Ramos-Castro,5:30 PM - 7:35 PM,None,M/W,None,None,None,None,None
Spring 2025,SPAN-17-01,None,Elem Sp/Sp Spkrs II,24,6,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Victor M. Prieto,6:00 PM - 8:05 PM,None,T/Th,None,None,None,None,None
Spring 2025,SPAN-2-01,None,Elementary Spanish II,9,21,30,0,"Required Zoom Meetings Lecture, Online Asynchronous Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Alejandra Campos Albarran,11:10 AM - 12:30 PM,None,M/W, - ,,None,None,None
Spring 2025,SPAN-3-01,None,Interm Spanish I,10,20,30,0,"Required Times on Campus Lect, Online Asynchronous Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Francisco J. Iniguez,9:30 AM - 10:50 AM,None,M/W, - ,,None,None,None
Spring 2025,SPAN-4-01,None,Interm Spanish II,21,9,30,0,"Required Zoom Meetings Lecture, Online Asynchronous Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Victor M. Prieto,11:10 AM - 12:30 PM,None,M/W, - ,,None,None,None
Spring 2025,SPAN-6B-01,None,Spanish Thru Film,14,16,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Francisco J. Iniguez,11:10 AM - 12:30 PM,None,M/W,None,None,None,None,None
Spring 2025,SPED-210-01,None,Adaptive Speech - Lang Skills,10,5,15,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Brandy Dickinson,9:40 AM - 11:00 AM,None,M,None,None,None,None,None
Spring 2025,SPED-215-LS01,None,Orientation to SDLC,39,1,40,0,Open Entry on Campus Lab,2/13/2025 - 5/29/2025,Courtney R. Domitrovic, - ,None,,None,None,None,None,None
Spring 2025,SPED-216-01,None,Exploring Abilities,0,18,18,1,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Courtney R. Domitrovic,11:10 AM - 12:30 PM,None,T,None,None,None,None,None
Spring 2025,TA-10A-01,None,Basic Act Technique,4,26,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Donald G. Williams,9:30 AM - 10:50 AM,None,M/W, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,TA-10B-01,None,Intermediate Acting,4,26,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Donald G. Williams,9:30 AM - 10:50 AM,None,M/W, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,TA-10C-01,None,Advanced Acting,4,26,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Donald G. Williams,9:30 AM - 10:50 AM,None,M/W, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,TA-13A-01,None,Beginning Improvisation,11,15,26,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Robin Aronson,12:40 PM - 2:00 PM,None,T/Th, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,TA-13B-01,None,Intermediate Improvisation,11,15,26,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Robin Aronson,12:40 PM - 2:00 PM,None,T/Th, - ,,Susan K. Parrish,None,Susan K. Parrish
Spring 2025,TA-21-01,None,Acting for the Camera,11,19,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Sarah J Albertson,6:00 PM - 9:05 PM,None,M,None,None,None,None,None
Spring 2025,TA-27-01,None,Theatre Production Workshop,25,5,30,0,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Skip Epperson,1:00 PM - 4:05 PM,None,W,None,None,None,None,None
Spring 2025,TA-28-01,None,Backstage Theatre,3,27,30,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Skip Epperson,2:30 PM - 4:35 PM,None,T,2:30 PM - 4:35 PM,Th,None,None,None
Spring 2025,TA-29-LS01,None,Rehearsal/Performan,28,2,30,0,Required Times on Campus Lab,2/11/2025 - 5/30/2025,Robin Aronson,7:00 PM - 8:30 PM,None,T/W,None,None,None,None,None
Spring 2025,TA-479-01,None,Creative Careers,14,16,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Leslie Murray,6:00 PM - 9:05 PM,None,M, - ,,Gabriel J. Medina,None,Gabriel J. Medina
Spring 2025,TA-527-01,None,Th Prod-Oldr Adult,26,4,30,0, Arranged On Campus Lab,2/3/2025 - 5/31/2025,Skip Epperson, - ,None,,None,None,None,None,None
Spring 2025,TA-529-LS01,None,Rehrs Perf-Oldr Adlt,28,2,30,0,Required Times on Campus Lab,2/11/2025 - 5/30/2025,Robin Aronson,7:00 PM - 8:30 PM,None,T/W,None,None,None,None,None
Spring 2025,TA-73-01,None,Voice and the Musical Stage,0,30,30,1,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Jordan E. Best,6:30 PM - 9:35 PM,None,W,None,None,None,None,None
Spring 2025,TA-79-01,None,Creative Careers,14,16,30,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Leslie Murray,6:00 PM - 9:05 PM,None,M, - ,,Gabriel J. Medina,None,Gabriel J. Medina
Spring 2025,TA-9-01,None,Apprec Theatre Arts,10,25,35,0,"No Required Times Online Lect, No Required Times Online Lab",2/3/2025 - 5/31/2025,Robin Aronson, - ,None,, - ,,None,None,None
Spring 2025,W-150-01,None,Arc Welding,0,25,25,2,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Gerald S. Brown,6:00 PM - 6:50 PM,None,W,7:00 PM - 10:05 PM,W,None,None,None
Spring 2025,W-151-01,None,TIG Welding,0,25,25,0,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Binh K. Cheung,1:00 PM - 1:50 PM,None,T,2:00 PM - 5:05 PM,T,None,None,None
Spring 2025,W-152-01,None,Advanced Welding,0,6,6,16,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Binh K. Cheung,6:00 PM - 6:50 PM,None,M,7:00 PM - 10:05 PM,M,None,None,None
Spring 2025,W-152A-01,None,Adv Arc Weld,0,3,3,4,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Binh K. Cheung,7:00 PM - 10:05 PM,None,M,None,None,None,None,None
Spring 2025,W-152B-01,None,Adv MIG Weld,0,3,3,4,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Binh K. Cheung,7:00 PM - 10:05 PM,None,M,None,None,None,None,None
Spring 2025,W-152C-01,None,Adv TIG Weld,0,3,3,4,Required Times on Campus Lab,2/3/2025 - 5/31/2025,Binh K. Cheung,7:00 PM - 10:05 PM,None,M,None,None,None,None,None
Spring 2025,W-154-01,None,Pipe Welding,0,10,10,7,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,David R. Osland,8:00 AM - 8:50 AM,None,Sa,9:00 AM - 12:05 PM,Sa,None,None,None
Spring 2025,W-155-01,None,Ornamental Ironwork,0,10,10,8,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,David R. Osland,9:00 AM - 12:05 PM,None,Sa,12:15 PM - 1:05 PM,Sa,None,None,None
Spring 2025,W-156-01,None,Intro Sheet Metl Fb,0,5,5,10,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Binh K. Cheung,12:00 PM - 12:50 PM,None,M,1:00 PM - 4:05 PM,M,None,None,None
Spring 2025,W-158-01,None,Welding Fabrication,0,6,6,7,"Required Times on Campus Lect, Required Times on Campus Lab",2/3/2025 - 5/31/2025,Binh K. Cheung,5:00 PM - 5:50 PM,None,M,7:00 PM - 10:05 PM,M,None,None,None
Spring 2025,WS-1-01,None,Intro Women's Studies,16,33,49,0,No Required Times Online Lect,2/3/2025 - 5/31/2025,Sadie D. Reynolds, - ,None,,None,None,None,None,None
Spring 2025,WS-48-01,None,Gender and Science,36,8,44,0,Required Times on Campus Lect,2/3/2025 - 5/31/2025,Kristin J. Wilson,12:40 PM - 2:00 PM,None,M/W,None,None,None,None,None
